#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   1.50785  0.46766 -0.03512 -1.05913  0.006349  0.002354  0.004082     2.697
   1.51455  0.47436 -0.03479 -1.05850  0.006401  0.002372  0.004043     2.698
   1.52126  0.48106 -0.03446 -1.05783  0.006457  0.002392  0.003996     2.700
   1.52797  0.48776 -0.03412 -1.05718  0.006511  0.002410  0.003954     2.701
   1.53469  0.49447 -0.03378 -1.05652  0.006567  0.002429  0.003908     2.703
   1.54141  0.50118 -0.03343 -1.05587  0.006622  0.002448  0.003864     2.705
   1.54813  0.50789 -0.03308 -1.05521  0.006678  0.002467  0.003820     2.707
   1.55486  0.51461 -0.03272 -1.05456  0.006733  0.002486  0.003778     2.709
   1.56159  0.52133 -0.03236 -1.05390  0.006789  0.002504  0.003736     2.711
   1.56833  0.52806 -0.03200 -1.05324  0.006845  0.002523  0.003693     2.713
   1.57506  0.53479 -0.03163 -1.05259  0.006900  0.002541  0.003653     2.715
   1.58181  0.54152 -0.03125 -1.05195  0.006955  0.002560  0.003613     2.717
   1.58855  0.54825 -0.03087 -1.05131  0.007009  0.002578  0.003576     2.719
   1.59530  0.55499 -0.03049 -1.05068  0.007062  0.002596  0.003540     2.720
   1.60205  0.56173 -0.03011 -1.05004  0.007117  0.002615  0.003502     2.722
   1.60880  0.56847 -0.02972 -1.04942  0.007169  0.002633  0.003470     2.723
   1.61556  0.57522 -0.02932 -1.04879  0.007223  0.002651  0.003434     2.725
   1.62232  0.58196 -0.02893 -1.04820  0.007273  0.002668  0.003405     2.726
   1.62908  0.58871 -0.02853 -1.04757  0.007327  0.002686  0.003370     2.728
